   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
3095: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_A                        : Scholar statue
3096: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_A_BROKEN                 : Broken scholar statue
3097: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_HUNTER_A                 : Hunting sculpture
3098: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_HUNTER_B                 : Hunter statue
3099: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_MAGE_A                   : Book sculpture
3100: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_MAGE_B                   : Magician statue
3101: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_SWORD_A                  : Small sword sculpture
3102: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_SWORD_B                  : Sword sculpture
3103: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_WARRIOR_A                : Sword and shield sculpture
3104: PLAYERISLAND_FURNITUREITEM_STONE_STATUE_WARRIOR_B                : Warrior statue
3105: PLAYERISLAND_FURNITUREITEM_STONE_VALOR_EMBLEM_GROUND_A           : Small valorous stone sigil
3106: PLAYERISLAND_FURNITUREITEM_STONE_VALOR_EMBLEM_GROUND_B           : Valorous stone sigil
3107: PLAYERISLAND_FURNITUREITEM_STONE_WELL_A                          : Stone well
3108: PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DECO_A                : Autumn tree
3109: PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DECO_B                : Summer tree
3110: PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DECO_C                : Spring tree
3111: PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DOMESTIC_A            : Small fruit tree
3112: PLAYERISLAND_FURNITUREITEM_VEGETATION_TREE_DOMESTIC_B            : Fruit tree
3113: PLAYERISLAND_FURNITUREITEM_WOOD_BUNTING_A                        : Bunting portal
3114: PLAYERISLAND_FURNITUREITEM_WOOD_FENCE_WATCHTOWER_A               : Wooden watchtower
3115: PLAYERISLAND_FURNITUREITEM_WOOD_FLOOR_SIGN_A                     : Wooden sign
3116: PLAYERISLAND_FURNITUREITEM_WOOD_GATE_A                           : Wooden entrance
3117: PLAYERISLAND_FURNITUREITEM_WOOD_GATE_BIG_B                       : Wooden gate
3118: PLAYERISLAND_FURNITUREITEM_WOOD_LAUNDRY_A                        : Clothes line
3119: PLAYERISLAND_FURNITUREITEM_WOOD_FISH_A                           : Fish line
3120: PLAYERISLAND_FURNITUREITEM_VEGETATION_FLOWER_A                   : Flower vase
3121: PLAYERISLAND_FURNITUREITEM_WOOD_LANTERN_A                        : Simple lantern
3122: PLAYERISLAND_FURNITUREITEM_WOOD_LANTERN_CORNER_A                 : Corner lantern
3123: PLAYERISLAND_FURNITUREITEM_WOOD_CANDELABRA_A                     : Candelabra
3124: PLAYERISLAND_FURNITUREITEM_WOOD_BARREL_A                         : Barrel with candle
3125: PLAYERISLAND_FURNITUREITEM_FARM_SCARECROW_A                      
3126: PLAYERISLAND_FURNITUREITEM_FARM_FOODCONTAINER_MEDIUM             
3127: PLAYERISLAND_FURNITUREITEM_FARM_FOODCONTAINER_LARGE              
3128: PLAYERISLAND_FURNITUREITEM_FARM_FOODCONTAINER_SMALL              
3129: PLAYERISLAND_FURNITUREITEM_FARM_LATRINE_A                        
3130: PLAYERISLAND_FURNITUREITEM_FARM_WATERTOWER_A                     
3131: PLAYERISLAND_FURNITUREITEM_FARM_BIRDHOUSE_A                      
3132: PLAYERISLAND_FURNITUREITEM_FARM_DOG_HUT_A                        
3133: PLAYERISLAND_FURNITUREITEM_NOBLE_FOUNTAIN_A                      
3134: PLAYERISLAND_FURNITUREITEM_NOBLE_BENCH_A                         
3135: PLAYERISLAND_FURNITUREITEM_NOBLE_STREET_LANTERN_A                
3136: PLAYERISLAND_FURNITUREITEM_NOBLE_HEDGE_A                         
3137: PLAYERISLAND_FURNITUREITEM_NOBLE_HEDGE_SMALL_A                   
3138: PLAYERISLAND_FURNITUREITEM_NOBLE_HEDGE_RECTANGLE_A               
3139: PLAYERISLAND_FURNITUREITEM_NOBLE_HEDGE_PYRAMID_A                 
3140: PLAYERISLAND_FURNITUREITEM_NOBLE_HEDGE_SPHERE_A                  
3141: PLAYERISLAND_FURNITUREITEM_NOBLE_STONE_PATH_A                    
3142: PLAYERISLAND_FURNITUREITEM_NOBLE_STONE_PATH_PLATFORM_A           
3143: UNIQUE_FURNITUREITEM_MORGANA_TORCH_A                             : Flambeau (Disciples of Morgana)
3144: UNIQUE_FURNITUREITEM_MORGANA_TORCH_C@1                           : Raven Standard Flambeau (Disciples of Morgana)
3145: UNIQUE_FURNITUREITEM_MORGANA_PENTAGRAM@3                         : Pentagram (Disciples of Morgana)
3146: UNIQUE_FURNITUREITEM_MORGANA_FIREBOWL_B                          : Simple Brazier (Disciples of Morgana)
3147: UNIQUE_FURNITUREITEM_MORGANA_FIREBOWL_C@1                        : Reinforced Brazier (Disciples of Morgana)
3148: UNIQUE_FURNITUREITEM_MORGANA_CAMPFIRE_D@2                        : Cauldron (Disciples of Morgana)
3149: UNIQUE_FURNITUREITEM_MORGANA_SACRIFICE_ALTAR_A                   : Raven Standard Shrine (Disciples of Morgana)
3150: UNIQUE_FURNITUREITEM_MORGANA_SIEGE_BALLISTA_A@2                  : Siege Ballista (Disciples of Morgana)
3151: UNIQUE_FURNITUREITEM_MORGANA_STANDARD_A                          : Raven Standard (Disciples of Morgana)
3152: UNIQUE_FURNITUREITEM_MORGANA_WEAPONCRATE_A@2                     : Army Crate (Disciples of Morgana)
3153: UNIQUE_FURNITUREITEM_MORGANA_PRISON_CELL_C@3                     : Prisoner Cage (Disciples of Morgana)
3154: UNIQUE_FURNITUREITEM_MORGANA_TENT_A@3                            : Soldier's Tent (Disciples of Morgana)
3155: UNIQUE_FURNITUREITEM_MORGANA_STATUE_A                            : Morgana Cultist Statue
3156: UNIQUE_FURNITUREITEM_MORGANA_ARCHWAY_A                           : Morgana Stone Archway
3157: UNIQUE_FURNITUREITEM_MORGANA_CANDLESTAND_A                       : Morgana Candle Stand
3158: UNIQUE_FURNITUREITEM_MORGANA_CARPET_A                            : Morgana Carpet
3159: UNIQUE_FURNITUREITEM_KEEPER_SYMBOL_A                             : Keeper Symbol
3160: UNIQUE_FURNITUREITEM_KEEPER_CANDLE_A                             : Keeper Ceremonial Candle
3161: UNIQUE_FURNITUREITEM_KEEPER_SHRINE_A                             : Keeper Shrine
3162: UNIQUE_FURNITUREITEM_KEEPER_CAMP_FIRE_A                          : Keeper Campfire
3163: UNIQUE_FURNITUREITEM_KEEPER_ALTAR_A                              : Keeper Altar
3164: UNIQUE_FURNITUREITEM_KEEPER_FLAG_A                               : Keeper Flag
3165: UNIQUE_FURNITUREITEM_KEEPER_SYMBOL_OF_POWER_A                    : Keeper Symbol of Power
3166: UNIQUE_FURNITUREITEM_KEEPER_STAR_OF_POWER_A                      : Keeper Star of Power
3167: UNIQUE_FURNITUREITEM_KEEPER_FIREBOWL                             : Keeper Fire Bowl
3168: UNIQUE_FURNITUREITEM_KEEPER_CAULDRON                             : Keeper Cauldron
3169: UNIQUE_FURNITUREITEM_KEEPER_HEATER                               : Keeper Rock Fireplace
3170: UNIQUE_FURNITUREITEM_HERETIC_FOOD_PILE                           : Heretic Food Stash
3171: UNIQUE_FURNITUREITEM_HERETIC_ANIMAL_CAGES                        : Heretic Animal Cages
3172: UNIQUE_FURNITUREITEM_HERETIC_WEAPON_RACK                         : Heretic Weapon Rack
3173: UNIQUE_FURNITUREITEM_HERETIC_TRAINING_DUMMY                      : Heretic Training Dummy
3174: UNIQUE_FURNITUREITEM_HERETIC_PALLISADE                           : Heretic Palisade
3175: UNIQUE_FURNITUREITEM_HERETIC_GAME_TABLE                          : Heretic Game Table
3176: UNIQUE_FURNITUREITEM_HERETIC_FLAG                                : Heretic Flag
3177: UNIQUE_FURNITUREITEM_HERETIC_PLANNING_TABLE                      : Heretic Chief's Table
3178: UNIQUE_FURNITUREITEM_HERETIC_TENT                                : Heretic Tent
3179: UNIQUE_FURNITUREITEM_ADC_GRIM_LANTERN                            : Grim Lantern
3180: UNIQUE_FURNITUREITEM_ADC_GRIM_HEADSTONE                          : Grim Gravestone
3181: UNIQUE_FURNITUREITEM_ADC_GRIM_COFFIN                             : Empty Coffin
3182: UNIQUE_FURNITUREITEM_ADC_GRAVE_A                                 : Tomb of the Unknown
3183: UNIQUE_FURNITUREITEM_ADC_GRAVE_B                                 : Memorial of the Fallen
3184: UNIQUE_FURNITUREITEM_ADC_GRIM_WEEPINGWOMAN                       : Weeping Woman Statue
3185: UNIQUE_FURNITUREITEM_XMAS_CANDY_BOOT                             
3186: UNIQUE_FURNITUREITEM_XMAS_BRANCH_A                               : Yuletide Candle
3187: UNIQUE_FURNITUREITEM_XMAS_BRANCH_B                               : Yuletide Wreath
3188: UNIQUE_FURNITUREITEM_XMAS_LANTERN                                : Yuletide Lantern
3189: UNIQUE_FURNITUREITEM_XMAS_PRESENT                                : Present Box
3190: UNIQUE_FURNITUREITEM_XMAS_FILL_CITY_TREE_B                       : Small Decorated Pine Tree
3191: UNIQUE_FURNITUREITEM_XMAS_FILL_CITY_TREE_A                       : Decorated Pine Tree
3192: UNIQUE_FURNITUREITEM_ADC_FROST_SNOWBALLSTACK_A                   
3193: UNIQUE_FURNITUREITEM_ADC_FROST_SNOWMAN                           : Frost Snowman
3194: UNIQUE_FURNITUREITEM_ADC_FROST_LANTERN_A                         
3195: UNIQUE_FURNITUREITEM_ADC_ICESCULPTURE_A                          : Ice Sculpture: Bonecrusher Berserker
3196: UNIQUE_FURNITUREITEM_ADC_ICESCULPTURE_B                          : Ice Sculpture: Cursed Archer
3197: UNIQUE_FURNITUREITEM_ADC_ICESCULPTURE_C                          : Ice Sculpture: Obsessed Cultist
3198: UNIQUE_FURNITUREITEM_ADC_FROST_IGLOO                             : Frost Igloo
3199: UNIQUE_FURNITUREITEM_ADC_CARNIVAL_FIREWORK_A                     : Carnival Firework
3200: UNIQUE_FURNITUREITEM_ADC_CARNIVAL_ARCHWAY_A                      : Carnival Arch
3201: UNIQUE_FURNITUREITEM_ADC_CARNIVAL_MASK_CART                      : Carnival Costume Cart
3202: UNIQUE_FURNITUREITEM_ADC_STATUE_MOUNTED_DIREWOLF_A               : Wolf Rider Statue (L)
3203: UNIQUE_FURNITUREITEM_ADC_STATUE_MOUNTED_DIREWOLF_B               : Wolf Rider Statue (R)
3204: UNIQUE_FURNITUREITEM_ADC_RUG_DIREBEAR                            : Direbear Rug
3205: UNIQUE_FURNITUREITEM_ADC_RUG_WOLF                                : Wolf Rug
3206: UNIQUE_FURNITUREITEM_KNIGHT_STATUE_A                             : Knight Statue
3207: UNIQUE_FURNITUREITEM_KNIGHT_CARPET_A                             : Regal Carpet
3208: UNIQUE_FURNITUREITEM_KNIGHT_THRONE_A                             : Stone Throne
3209: UNIQUE_FURNITUREITEM_KNIGHT_ROUNDTABLE_A                         : Round Table
3210: UNIQUE_FURNITUREITEM_ADC_STATUE_MAGE_A                           : Mage Statue
3211: UNIQUE_FURNITUREITEM_ADC_HEALING_CIRCLE_A                        : Magic Rune Circle
3212: UNIQUE_FURNITUREITEM_ADC_GLASS_SPHERE_A                          : Glass Sphere
3213: UNIQUE_FURNITUREITEM_HERETIC_BARREL_BURNING_A                    : Heretic Burning Barrel
3214: UNIQUE_FURNITUREITEM_HERETIC_LANTERN                             : Heretic Lantern
3215: UNIQUE_FURNITUREITEM_HERETIC_JUNKPILE                            : Heretic Junkpile
3216: UNIQUE_FURNITUREITEM_HERETIC_STOVE_A                             : Heretic Stove
3217: UNIQUE_FURNITUREITEM_HERETICS_TOOL_BOARD_A                       : Heretic Toolboard
3218: UNIQUE_FURNITUREITEM_HERETIC_CONSTRUCT                           : Heretic Scarecrow
3219: UNIQUE_FURNITUREITEM_ADC_HALLOWEEN_PUMPKIN_LANTERN_A             : Scary Pumpkin Lantern
3220: UNIQUE_FURNITUREITEM_ADC_HALLOWEEN_PUMPKIN_LANTERN_B             : Friendly Pumpkin Lantern
3221: UNIQUE_FURNITUREITEM_ADC_HALLOWEEN_TREE_LANTERN_A                : Halloween Lantern
3222: UNIQUE_FURNITUREITEM_ADC_HALLOWEEN_CAULDRON_A                    : Halloween Cauldron
3223: UNIQUE_FURNITUREITEM_ADC_HALLOWEEN_SCARECROW_A                   : Halloween Scarecrow
3224: UNIQUE_FURNITUREITEM_ADC_HALLOWEEN_SCARECROW_PYRE_A              : Halloween Pyre
3225: UNIQUE_FURNITUREITEM_OLD_OUTLAND_CARPET                          : Outlands Map Carpet
3226: UNIQUE_FURNITUREITEM_SEALED_CAERLEON_REALMGATE                   : Caerleon Realmgate
3227: UNIQUE_ALTAR_OF_CHEATING                                         : Click the Pillar for various interactions.
